id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
458,2025,Indian Express - Entertainment,458,Ryan Gosling is Earth’s last hope in Project Hail Mary and he has no idea what he’s doing. Watch trailer,,,hollywood;Ryan Gosling,https://indianexpress.com/article/entertainment/hollywood/ryan-gosling-is-earths-last-hope-in-project-hail-mary-and-he-has-no-idea-what-hes-doing-watch-trailer-10372862/
459,2025,Indian Express - Entertainment,459,Tere Ishk Mein’s Aawaara Angaara: AR Rahman delivers a heartbreak track that struggles to distinguish its pain from every other sad song,,,AR Rahman;bollywood;Dhanush;Kriti Sanon;Kriti Sanon films,https://indianexpress.com/article/entertainment/music/tere-ishk-meins-aawarra-angaara-ar-rahman-delivers-a-heartbreak-song-that-struggles-to-distinguish-its-pain-10372915/
460,2025,Indian Express - Entertainment,460,"Nayanthara gets Rs 10 cr Rolls-Royce from husband Vignesh Shivan on birthday, see photos",,,A post shared by Vignesh Shivan (@wikkiofficial),https://indianexpress.com/article/entertainment/tamil/nayanthara-gets-rs-10-cr-rolls-royce-from-husband-vignesh-shivan-on-birthday-see-photos-10373946/
461,2025,Indian Express - Entertainment,461,"Bigg Boss 19: Gaurav Khanna’s wife Akansha Chamola says Anupamaa actor doesn’t come home, calls him a workoholic",,,A post shared by Lalit Chauhan (@badnaam_bosss),https://indianexpress.com/article/entertainment/television/bigg-boss-19-gaurav-khannas-wife-akansha-chamola-says-anupamaa-actor-doesnt-come-home-calls-him-a-workoholic-10373664/
462,2025,Indian Express - Entertainment,462,"Taarak Mehta’s Iyer aka Tanuj Mahashabde on being single, relationship with Dilip Joshi, Disha Vakani: ‘She would get food for us’",,,A post shared by SCREEN (@ieentertainment),https://indianexpress.com/article/entertainment/television/taarak-mehtas-iyer-aka-tanuj-mahashabde-on-being-single-relationship-with-dilip-joshi-disha-vakani-she-would-get-food-for-us-10373878/
463,2025,Indian Express - Entertainment,463,Exclusive | Jennifer Aniston recalls when female actors turning producer was considered ‘cute and adorable’,,,jennifer aniston,https://indianexpress.com/article/entertainment/web-series/jennifer-aniston-exclusive-interview-reese-witherspoon-the-morning-show-10371855/
464,2025,Indian Express - Entertainment,464,"‘Alia Bhatt isn’t bankrupt, doesn’t need to steal ideas’: Savi producer says T-Series boss Bhushan Kumar’s wife Divya Khosla created Jigra vs Savi row",,,Alia Bhatt;Divya Khosla;Divya Khosla Kumar;Karan Johar;Mahesh Bhatt;Mukesh Bhatt,https://indianexpress.com/article/entertainment/bollywood/alia-bhatt-isnt-bankrupt-doesnt-steal-ideas-mukesh-bhatt-t-series-boss-bhushan-kumar-wife-divya-khosla-jigra-vs-savi-controversy-10371710/
465,2025,Indian Express - Entertainment,465,"Archana Puran Singh’s son gets ‘pushed around, slapped’ on Delhi streets as fans take selfies with parents: ‘Tujhe koi pehchanta nahi hai’",,,Archana Puran Singh;Parmeet Sethi,https://indianexpress.com/article/entertainment/bollywood/archana-puran-singh-son-gets-pushed-around-slapped-on-delhi-streets-as-fan-take-selfies-with-parents-10372198/
466,2025,Indian Express - Entertainment,466,"Amid Deepika Padukone’s 8-hour shift demand, Ranveer Singh watches as Dhurandhar director says cast, crew pulled 16-hour days for 1.5 years",,,Dhurandhar;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/deepika-padukone-8-hour-shift-demand-ranveer-singh-dhurandhar-director-cast-crew-pulled-16-hour-days-2-years-10372473/
467,2025,Indian Express - Entertainment,467,"Deepika Padukone calls Ranveer Singh ‘the chameleon’ after Dhurandhar trailer; actor celebrates Madhavan, Arjun Rampal, Sara Arjun",,,A post shared by SCREEN (@ieentertainment),https://indianexpress.com/article/entertainment/bollywood/deepika-padukone-reacts-to-chameleon-ranveer-singhs-dhurandhar-trailer-actor-celebrates-madhavan-arjun-rampal-sara-arjun-10372464/
468,2025,Indian Express - Entertainment,468,"Dhurandhar Movie Trailer Launch: Ranveer Singh on working with 20-years younger Sara Arjun, calls her a child prodigy",,,Aditya Dhar;Akshaye Khanna;Dhurandhar;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/dhurandhar-movie-trailer-launch-live-updates-ranveer-singh-aditya-dhar-madhavan-10372034/
469,2025,Indian Express - Entertainment,469,Dhurandhar trailer: Ranveer Singh promises a ‘dhamaka’ in Aditya Dhar’s blood-stained film based on a true story,,,Aditya Dhar;Akshaye Khanna;Arjun Rampal;Dhurandhar;R Madhavan;Ranveer Singh;Sanjay Dutt,https://indianexpress.com/article/entertainment/bollywood/dhurandhar-trailer-ranveer-singh-sanjay-dutt-akshaye-khanna-r-madhavan-watch-10372022/
470,2025,Indian Express - Entertainment,470,Helen graces husband Salim Khan’s 61st anniversary party with first wife Salma Khan; Salman Khan photographed at celebrations. Watch,,,A post shared by Viral Bhayani (@viralbhayani),https://indianexpress.com/article/entertainment/bollywood/helen-salim-khan-salma-khan-anniversary-second-wife-salman-khan-watch-10371750/
471,2025,Indian Express - Entertainment,471,"‘Hrithik Roshan-Sussanne Khan grew apart, their divorce was the toughest’: Hrithik’s mother Pinkie says she, Zarine Khan chose ’empathy over bitterness’",,,A post shared by Pinkie Roshan (@pinkieroshan),https://indianexpress.com/article/entertainment/bollywood/hrithik-roshan-mom-pinkie-roshan-says-she-and-zarine-khan-chose-empathy-when-their-kids-divorced-10372817/
472,2025,Indian Express - Entertainment,472,"Kunaal Roy Kapur believes it’s going to be scary to compete with AI, Mona Singh says there’s no turning back: ‘We need to tame the beast’",,,Kunal Roy Kapur;Mona Singh,https://indianexpress.com/article/entertainment/bollywood/kunaal-roy-kapur-believes-its-going-to-be-scary-to-compete-with-ai-mona-singh-says-theres-no-turning-back-10372130/
473,2025,Indian Express - Entertainment,473,"Dhurandhar: Meet Sara Arjun, 20, who is starring opposite Ranveer Singh, 40; was the highest paid child actor",,,Aditya Dhar;Akshaye Khanna;Arjun Rampal;bollywood;Ranveer Singh;Sanjay Dutt,https://indianexpress.com/article/entertainment/bollywood/sara-arjun-child-prodigy-dhurandhar-ranveer-singh-best-actress-10372374/
474,2025,Indian Express - Entertainment,474,"Shahid Kapoor’s co-star quit Bollywood at his peak, sold toilet paper; became a brand by selling Harpic",,,bollywood;Shah Rukh Khan;Shahid Kapoor,https://indianexpress.com/article/entertainment/bollywood/shahid-kapoors-co-star-quit-bollywood-at-his-peak-to-sell-toilet-paper-survived-tough-times-by-creating-nft-10372481/
475,2025,Indian Express - Entertainment,475,Shatrughan Sinha recalled Dharmendra’s advice when he was extremely nervous before shooting first-ever song: ‘Drink a little’,,,Dharmendra;Dharmendra Hema Malini;Dharmendra throwback;shatrugan sinha,https://indianexpress.com/article/entertainment/bollywood/shatrughan-sinha-recalled-dharmendras-advice-when-he-was-extremely-nervous-before-shooting-first-ever-song-drink-a-little-10371927/
476,2025,Indian Express - Entertainment,476,"‘I slapped Raj Kapoor so hard, my fingers were imprinted on his face’: Kidar Sharma offered him a film next day, sold his home and wife’s jewellery to make it",,,Raj Kapoor,https://indianexpress.com/article/entertainment/bollywood/slapped-raj-kapoor-so-hard-fingers-imprinted-on-face-kidar-sharma-first-film-sold-house-wife-jewellery-10372366/
477,2025,Indian Express - Entertainment,477,"Vikram Bhatt and wife booked for ‘cheating’ Udaipur doctor of Rs 30 crore, making him invest in films by promising Rs 200 crore returns",,,A post shared by Ajay Murdia (@ajay_murdia),https://indianexpress.com/article/entertainment/bollywood/vikram-bhatt-wife-booked-cheating-udaipur-doctor-rs-30-crore-making-him-invest-in-films-promising-rs-200-crore-returns-10371776/
478,2025,Indian Express - Entertainment,478,"Link and Princess Zelda are battle ready in first look of The Legend of Zelda live action film, see here",,,gaming;hollywood;Nintendo;Sony,https://indianexpress.com/article/entertainment/hollywood/link-and-princess-zelda-are-battle-ready-in-first-look-of-the-legend-of-zelda-live-action-film-10372663/
479,2025,Indian Express - Entertainment,479,"Moana Live Action teaser: Fans slam ‘creatively bankrupt’ Disney, question the need for yet another remake",,,Disney;Dwayne Johnson;Dwayne Johnson films;hollywood,https://indianexpress.com/article/entertainment/hollywood/moana-live-action-teaser-fans-slam-creatively-bankrupt-disney-question-the-need-for-yet-another-remake-10372196/
480,2025,Indian Express - Entertainment,480,New York City erupts with ‘Thank you John Cena’ chants as he makes his final Raw appearance: ‘The champ is here’,,,A post shared by WWE (@wwe),https://indianexpress.com/article/entertainment/hollywood/new-york-city-erupts-with-thank-you-john-cena-chants-as-he-makes-his-final-raw-appearance-the-champ-is-here-10372264/
481,2025,Indian Express - Entertainment,481,Prithviraj Sukumaran confirms another film with Blessy and Memories sequel: ‘Jeethu Joseph has an idea to take Sam Alex’s story forward’,,,Prithviraj;Prithviraj Sukumaran,https://indianexpress.com/article/entertainment/malayalam/prithviraj-sukumaran-confirms-another-film-with-blessy-and-memories-sequel-10372328/
482,2025,Indian Express - Entertainment,482,"Feared by top stars, exploited by mother and ostracised by family, this actress single-handedly saved ailing Malyalam film industry",,,Malayalam Cinema;Malayalam film industry;Once Upon a Time in Mollywood,https://indianexpress.com/article/entertainment/malayalam/shakila-tragic-life-story-exploted-by-mother-untouchable-by-family-saved-industry-competed-mohanlal-mammootty-10371992/
483,2025,Indian Express - Entertainment,483,"Late Odia singer Humane Sagar’s last Instagram post goes viral; fans says, ‘Thanks for making our college days memorable’",,,A post shared by Enewsodia (@enewsodia),https://indianexpress.com/article/entertainment/regional/late-odia-singer-humane-sagars-last-instagram-post-goes-viral-fans-says-thanks-for-making-our-college-days-memorable-10372692/
484,2025,Indian Express - Entertainment,484,Roja recalls shooting Unnidathil Ennai Koduthe with Ajith and Karthik: ‘Ajith Kumar was a big fan of my work’,,,Ajith;Indrajith,https://indianexpress.com/article/entertainment/tamil/roja-recalls-shooting-unnidathil-ennai-koduthe-with-ajith-and-karthik-10372402/
485,2025,Indian Express - Entertainment,485,The clever duality at the heart of Nayanthara’s superstardom,,,Nayanthara,https://indianexpress.com/article/entertainment/tamil/the-clever-duality-at-the-heart-of-nayantharas-superstardom-10371612/
486,2025,Indian Express - Entertainment,486,"TV superstar lost father at 19, had to sell his house, took up projects just for money, went on to star in Rocky Aur Rani Kii Prem Kahaani",,,A post shared by SCREEN (@ieentertainment),https://indianexpress.com/article/entertainment/television/tv-star-arjun-bijlani-lost-father-at-19-had-to-sell-his-house-took-up-projects-just-for-money-10372734/
487,2025,Indian Express - Entertainment,487,Complaint against SS Rajamouli after his remark on lord Hanuman during Varanasi launch technical glitches,,,SS Rajamouli;Varanasi Movie,https://indianexpress.com/article/entertainment/telugu/complaint-against-ss-rajamouli-after-his-remark-on-hanuman-during-varanasi-launch-technical-glitches-10372186/
488,2025,Indian Express - Entertainment,488,Veteran actor Tulasi announces retirement: ‘ I will continue my journey in peace…’,,,A post shared by Tulasi (@tulasiactress),https://indianexpress.com/article/entertainment/telugu/veteran-actor-tulasi-announces-retirement-i-will-continue-my-journey-in-peace-10372601/
489,2025,Indian Express - Entertainment,489,"As Kanu Behl’s Agra struggles for screens, 46 filmmakers unite, demand fair access to theatres for indie films",,,agra,https://indianexpress.com/article/entertainment/as-kanu-behls-agra-struggles-for-screens-46-filmmakers-unite-demand-fair-access-to-theatres-for-indie-films-10371487/
490,2025,Indian Express - Entertainment,490,"De De Pyaar De gets 2400 shows, award-winning Agra has 19: 49 filmmakers join Kanu Behl to demand transparency from theatres, OTT",,,A post shared by Arati Kadav (@aratikadav),https://indianexpress.com/article/entertainment/bollywood/agra-has-19-shows-against-2400-shows-of-de-de-pyaar-de-2-filmmakers-demand-transparency-in-programming-10371240/
491,2025,Indian Express - Entertainment,491,"De De Pyaar De 2 box office collection day 4: Ajay Devgn-starrer witnesses 70 percent drop on first weekday, lags behind Raid 2, Shaitaan; earns Rs 39 crore",,,Ajay Devgn;box office collection;box office report;R Madhavan;Rakul Preet Singh,https://indianexpress.com/article/entertainment/bollywood/de-de-pyaar-de-2-box-office-collection-day-4-ajay-devgn-70-percent-drop-fails-monday-test-earns-rs-39-crore-10371692/
492,2025,Indian Express - Entertainment,492,"Amid Spirit, Kalki 2 exits, Deepika Padukone says ‘people offer you a lot of money, think that’s enough’: ‘I believe in people’",,,Deepika Padukone,https://indianexpress.com/article/entertainment/bollywood/deepika-padukone-says-fame-and-money-no-longer-drive-her-choices-rs-500-crore-films-no-longer-excite-me-10370956/
493,2025,Indian Express - Entertainment,493,Dharmendra health: Shatrughan Sinha meets Hema Malini as veteran actor recovers at home,,,,https://indianexpress.com/article/entertainment/bollywood/dharmendra-healt-shatrughan-sinha-meets-hema-malini-checks-on-veteran-actors-health-after-discharge-from-hospital-10370546/
494,2025,Indian Express - Entertainment,494,"Dharmendra health update: Dharmendra ‘doing better than before,’ say family sources; Shatrughan Sinha checks his wellbeing",,,Dharmendra;Dharmendra Hema Malini;Hema Malini;Shatrughan Sinha;Sunny Deol,https://indianexpress.com/article/entertainment/bollywood/dharmendra-health-update-still-alive-family-statement-recovery-latest-live-updates-10370564/
495,2025,Indian Express - Entertainment,495,"Dhurandhar Trailer out soon: Ranveer Singh’s latest movie release date, cast, story; all you need to know",,,A post shared by Ranveer Singh (@ranveersingh),https://indianexpress.com/article/entertainment/bollywood/dhurandhar-trailer-out-soon-ranveer-singhs-latest-movie-release-date-cast-story-all-you-need-to-know-10370517/
496,2025,Indian Express - Entertainment,496,‘Half of Bollywood doesn’t really know Hindi’: Huma Qureshi says Hindi film scripts are given in English,,,Huma Qureshi,https://indianexpress.com/article/entertainment/bollywood/huma-qureshi-half-of-bollywood-doesnt-know-hindi-film-scripts-are-given-in-english-10371749/
497,2025,Indian Express - Entertainment,497,Farah Khan reveals they sought refuge at Farhan Akhtar’s home after parents separated over father’s alcoholism: ‘His mother helped us’,,,farah khan,https://indianexpress.com/article/entertainment/bollywood/javed-akhtar-fuming-farhan-akhtar-failed-to-college-admission-says-farah-khan-refuge-parents-divorce-10370562/
498,2025,Indian Express - Entertainment,498,Karisma Kapoor’s children allege father Sunjay Kapur’s signatures on contentious will forged; seek permission to inspect original document,,,Karisma Kapoor;Sunjay Kapur,https://indianexpress.com/article/entertainment/bollywood/karisma-kapoor-children-allege-father-sunjay-kapur-signatures-on-contentious-will-forged-priya-kapur-10371694/
499,2025,Indian Express - Entertainment,499,"Mocked as ‘stupid Bihari’, rejected from reality shows, changed 17 houses as neighbours complained, she is now the state’s youngest MLA",,,Bihar Assembly,https://indianexpress.com/article/entertainment/bollywood/maithili-thakur-mocked-as-stupid-bihari-rejected-reality-shows-changed-17-houses-bihar-youngest-mla-10370503/
500,2025,Indian Express - Entertainment,500,"Ranbir Kapoor has no filters, layers unlike earlier stars; he is what he is, says Ramayana co-star Ajinkya Deo",,,Ranbir Kapoor,https://indianexpress.com/article/entertainment/bollywood/ranbir-kapoor-has-no-filters-layers-unlike-earlier-stars-he-is-what-he-is-says-ramayana-co-star-ajinkya-deo-10370804/
501,2025,Indian Express - Entertainment,501,"Sulakshana Pandit went into depression after Sanjeev Kumar refused marriage; both passed away on the same date, says sister Vijayta Pandit",,,Sanjeev Kumar,https://indianexpress.com/article/entertainment/bollywood/sulakshana-pandit-went-into-depression-after-sanjeev-kumar-refused-marriage-both-passed-away-on-the-same-date-vijayta-pandit-10370697/
502,2025,Indian Express - Entertainment,502,"Tabu reveals two rules Akshay Kumar swears by, haven’t changed in 25 years: ‘He wakes up at 4 am, doesn’t go to parties’",,,Akshay Kumar;Priyadarshan;Tabu,https://indianexpress.com/article/entertainment/bollywood/tabu-reveals-two-rules-akshay-kumar-swears-by-havent-changed-in-25-years-he-wakes-up-at-4-am-doesnt-go-to-parties-10370679/
503,2025,Indian Express - Entertainment,503,"With Vicky Donor, Kahaani, Gangs of Wasseypur, Hindi cinema changed in 2012",,,25 years of Indian Cinema;Gangs Of Wasseypur Movie;hindi films;Vicky Donor,https://indianexpress.com/article/entertainment/bollywood/with-vicky-donor-kahaani-gangs-of-wasseypur-hindi-cinema-changed-in-2012-10370877/
504,2025,Indian Express - Entertainment,504,"Tom Cruise receives honorary Oscar at Governors Awards: ‘Making movies is not what I do, it’s who I am’",,,oscar;Oscars;Tom Cruise,https://indianexpress.com/article/entertainment/hollywood/actor-tom-cruise-receives-honorary-oscar-at-governors-awards-10370939/
505,2025,Indian Express - Entertainment,505,Wake Up Dead Man A Knives Out Mystery trailer: Daniel Craig solves an ‘perfectly impossible crime’ as he invokes Scooby Doo in another whodunit,,,daniel craig,https://indianexpress.com/article/entertainment/hollywood/wake-up-dead-man-knives-out-mystery-trailer-daniel-craig-scooby-doo-perfectly-impossible-crime-watch-10371708/
506,2025,Indian Express - Entertainment,506,‘Zohran Mamdani is a complete New Yorker; a strong mom in Mira Nair is a big influence on him’: Gurinder Chaddha,,,Gurinder Chadha,https://indianexpress.com/article/entertainment/hollywood/zohran-mamdani-is-a-complete-new-yorker-a-strong-mom-in-mira-nair-is-a-big-influence-on-him-gurinder-chaddha-10370277/
